,Investors,Primary Investor Type,Other Investor Types,# of Investment Professionals,HQ State/Province,HQ Country/Territory,HQ Global Region,HQ Global Sub Region,Investor Status,Last Updated Date,Ownership Status,Company Financing Status,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,SIC Code Descriptions,SIC Group Descriptions,SIC Sector Descriptions,Revenue,Total Assets,Net Income,Enterprise Value,EBITDA,EBIT,Market Cap,Net Debt,Free Cash Flow,Investments,Exits,Active Portfolio,Investments in the last 7 days,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Total Investments,Total Exits,Total Active Portfolio,Total Investments in the last 7 days,Total Investments in the last 6 months,Total Investments in the last 12 months,Total Investments in the last 2 years,Total Investments in the last 5 years,Last Investment Date,Last Investment Size,Last Investment Size Status,Last Investment Valuation,Last Investment Valuation Status,Last Investment Type,Last Investment Type 2,Last Investment Type 3,Last Investment Class,Last Investment Debt,Last Investment Debt Size,Last Investment Debt Date,Last Investment Status,AUM,Dry Powder,Trade Association,Total # of Hedge Funds,Total # of Credit,Total # of Equity,Total # of Macro,Total # of Event Driven,Total # of Relative Value,Total # of Risk Parity,Total # of Risk Premia,Total # of Fund of Funds,Total # of Other,Total Hedge Fund NAV,Total NAV Credit,Total NAV Equity,Total NAV Macro,Total NAV Event Driven,Total NAV Relative Value,Total NAV Risk Parity,Total NAV Risk Premia,Total NAV Fund of Funds,Total NAV Other,# Funds Open,# Funds Closed,# Funds Closed in the last 6 months,# Funds Closed in the last 12 months,# Funds Closed in the last 2 years,# Funds Closed in the last 5 years,Most Likely Fundraising,Min Fund Size,Max Fund Size,Median Fund Size,Total Funds Open,Total Funds Closed,Total Funds Closed in the last 6 months,Total Funds Closed in the last 12 months,Total Funds Closed in the last 2 years,Total Funds Closed in the last 5 years,Last Closed Fund Vintage,Last Closed Fund Size,Last Closed Fund Type,Last Closed Fund Close Date,Last Closed Fund Open Date,Preferred Industry,Preferred Verticals,Preferred Geography,Preferred Investment Types,Real Asset Preferences,Impact Category Preferences,Other Stated Preferences,Preferred Investment Amount,Preferred Investment Amount Min,Preferred Investment Amount Max,Preferred Deal Size,Preferred Deal Size Min,Preferred Deal Size Max,Preferred Company Valuation,Preferred Company Valuation Min,Preferred Company Valuation Max,Preferred EBITDA,Preferred EBITDA Min,Preferred EBITDA Max,Preferred EBIT,Preferred EBIT Min,Preferred EBIT Max,Preferred Revenue,Preferred Revenue Min,Preferred Revenue Max,Preferred Investment Horizon,Latest Note,Latest Note - Author,Median Quartile,Number of Funds,1 (Top Quartile),2 (Upper-Mid Quartile),3 (Lower-Mid Quartile),4 (Bottom Quartile),today,days_diff,Last Investment Delta,Last Investment Size filled,Recency Score,Frequency Score,Monetary Score,RFM Score,Segment,Recency,Frequency,Monetary
2216,Investor 2217,Venture Capital,,,California,United States,Americas,North America,Actively Seeking New Investments,13-Jun-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,1.0,1,1,,1.0,,,,1.0,1,5-Jan-22,18.09,Actual,,,Later Stage VC,,,Venture Capital,,,5-Jan-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"Cryptocurrency/Blockchain, FinTech",,"Early Stage VC, Later Stage VC",,,"Prefers minority stake, Will lead on a deal, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,563 days,563,18.09,2,1,4,214,Hibernating,563,1,18.09
2217,Investor 2218,Angel (individual),,,Delaware,United States,Americas,North America,,5-May-23,,,,,,,,,,,,,,,,,,,,,4,,4.0,,,,3.0,4,4,,4.0,,,,3.0,4,14-Feb-23,3.0,Actual,,,Early Stage VC,,,Venture Capital,,,14-Feb-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,150.0,Growth/Expansion,,,,,,"Angel (individual), Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,158 days,158,3.0,4,2,2,422,Potential Loyalists,158,4,3.0
2218,Investor 2219,Venture Capital,,2.0,California,United States,Americas,North America,Actively Seeking New Investments,12-Jun-23,,,,,,,,,,,,,,,,,,,,,33,,25.0,1.0,4.0,9.0,21.0,30,33,,25.0,1.0,4.0,9.0,21.0,30,21-Oct-21,2.86,Actual,7.72,Actual,Seed Round,Seed Round,,Venture Capital,,,21-Oct-21,Completed,31.12,1.04,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,Yes,2.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,639 days,639,2.86,2,4,2,242,At Risk,639,33,2.86
2219,Investor 2220,Accelerator/Incubator,,2.0,California,United States,Americas,North America,Actively Seeking New Investments,7-Jun-23,,,,,,,,,,,,,,,,,,,,,36,10.0,26.0,,,,1.0,13,36,10.0,26.0,,,,1.0,13,17-Mar-21,2.3,Actual,9.3,Actual,Seed Round,Seed Round,,Venture Capital,,,17-Mar-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,2.38,Venture - General,8-Nov-22,7-Nov-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,857 days,857,2.3,1,4,2,142,At Risk,857,36,2.3
2220,Investor 2221,Angel (individual),,,,Singapore,Asia,Southeast Asia,Actively Seeking New Investments,13-Jun-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,1.0,2.0,2,2,,2.0,,,1.0,2.0,2,14-Feb-23,3.0,Actual,,,Early Stage VC,,,Venture Capital,,,14-Feb-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,158 days,158,3.0,4,1,2,412,Promising,158,2,3.0
2221,Investor 2222,Angel (individual),,,New York,United States,Americas,North America,Actively Seeking New Investments,24-Mar-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,1.0,1.0,1,1,,1.0,,,1.0,1.0,1,18-Aug-21,1.5,Actual,96.5,Estimated,Seed Round,Seed Round,,Venture Capital,,,18-Aug-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Financial Services, Financial Software","B2B Payments, FinTech, InsurTech",,"Early Stage VC, Later Stage VC, Seed Round",,,"Long-Term Investor, Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,703 days,703,1.5,1,1,2,112,Hibernating,703,1,1.5
2222,Investor 2223,Corporation,,4.0,,,,,,13-Jun-23,Publicly Held,Corporate Backed or Acquired,Information Technology,Software,Entertainment Software,"Entertainment Software*, Internet Software, Social/Platform Software",TMT,"content sharing, live music, live music show, music content, video content","Amusement and Recreation Services, Not Elsewhere Classified, Retail-eating places, Services-computer programming, data processing, etc.","Amusement & Recreation Services, Business Services, Restaurants & Bars","Retail Trade, Services, Services",97.5,66.57,-13.44,78.85,2.94,-6.48,113.23,22.5,-9.98,11,1.0,1.0,,1.0,1.0,4.0,7,11,1.0,1.0,,1.0,1.0,4.0,7,7-Jun-23,20.7,Actual,,,Seed Round,Seed Round,,Venture Capital,,,7-Jun-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2021.0,109.0,Venture - General,23-Nov-21,8-Jul-21,"Commercial Services, Software","HR Tech, Industrials, SaaS, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,45 days,45,20.7,5,3,5,535,Potential Loyalists,45,11,20.7
2223,Investor 2224,Venture Capital,,4.0,,,,,Out of Business,7-Nov-22,,,,,,,,,,,,,,,,,,,,,12,1.0,11.0,,2.0,5.0,10.0,12,12,1.0,11.0,,2.0,5.0,10.0,12,23-Feb-23,9.91,Actual,,,Early Stage VC,Series A,,Venture Capital,,,23-Feb-23,Completed,,203.42,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,No,100.0,103.42,101.71,,2.0,2.0,2.0,2.0,2.0,,,,,,Real Estate Services (B2C),,Philippines,,Real Estate: Other,,,1.00 - 5.00,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,149 days,149,9.91,4,3,4,434,Potential Loyalists,149,12,9.91
2224,Investor 2225,Angel (individual),,,California,United States,Americas,North America,,1-Jun-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,1.0,1,1,,1.0,,,,1.0,1,18-Jul-21,2.5,Actual,,,Seed Round,Seed Round,,Venture Capital,,,18-Jul-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,16.05,Venture - General,1-Jan-22,19-Oct-21,"Education and Training Services (B2B), Healthcare, Software","Advanced Manufacturing, Artificial Intelligence & Machine Learning, Cybersecurity, Digital Health, EdTech, Industrials, Internet of Things, Life Sciences, SaaS",New England,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,3 (Lower-Mid Quartile),1.0,,,1.0,,2023-07-22,734 days,734,2.5,1,1,2,112,Hibernating,734,1,2.5
2225,Investor 2226,Venture Capital,Impact Investing,10.0,California,United States,Americas,North America,Actively Seeking New Investments,5-Sep-22,,,,,,,,,,,,,,,,,,,,,184,63.0,72.0,,3.0,11.0,30.0,68,184,63.0,72.0,,3.0,11.0,30.0,68,25-May-23,0.35,Actual,,,Angel (individual),Angel (individual),,Individual,,,25-May-23,Announced/In Progress,1000.0,94.22,,,,,,,,,,,,,,,,,,,,,,11.0,33.0,,,1.0,1.0,Yes,20.0,138.0,116.0,11.0,33.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,58 days,58,0.35,5,5,1,551,Champions,58,184,0.35
2226,Investor 2227,Angel (individual),,,Puglia,Italy,Europe,Southern Europe,,5-Jun-23,,,,,,,,,,,,,,,,,,,,,6,,6.0,,1.0,1.0,5.0,6,6,,6.0,,1.0,1.0,5.0,6,16-Nov-22,6.3,Actual,,,Seed Round,Seed Round,,Venture Capital,,,16-Nov-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Business Products and Services (B2B), Financial Services",FinTech,Asia,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,248 days,248,6.3,3,2,3,323,About to Sleep,248,6,6.3
2227,Investor 2228,Angel (individual),,,California,United States,Americas,North America,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,4,,3.0,,,,1.0,4,4,,3.0,,,,1.0,4,30-Jun-21,90.0,Actual,411.54,Actual,Later Stage VC,Series B,,Venture Capital,Other - $28.46M,28.46,30-Jun-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2014.0,3.9,Venture Capital - Early Stage,31-Dec-14,22-Apr-14,"Commercial Services, IT Services, Software","3D Printing, Beauty, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,752 days,752,90.0,1,2,5,125,Hibernating,752,4,90.0
2228,Investor 2229,Corporate Venture Capital,Fund of Funds,7.0,,,,,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,12,1.0,11.0,,1.0,5.0,9.0,12,12,1.0,11.0,,1.0,5.0,9.0,12,1-Feb-21,,,,,Seed Round,Seed Round,,Venture Capital,,,1-Feb-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,180.0,Venture Capital - Early Stage,1-Oct-22,25-Feb-22,"Healthcare, Industrial Supplies and Parts, Software, Utilities","3D Printing, AdTech, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, AudioTech, Autonomous cars, B2B Payments, Big Data, Cannabis, CleanTech, Construction Technology, Cryptocurrency/Blockchain, Digital Health, E-Commerce, EdTech, FinTech, HealthTech, Industrials, Infrastructure, InsurTech, Internet of Things, Life Sciences, Manufacturing, Marketing Tech, Mobile Commerce, Nanotechnology, Oncology, Robotics and Drones, SaaS, Space Technology, Virtual Reality",,"Accelerator/Incubator, Early Stage VC, Seed Round",,,Prefers minority stake,,,,,,,,,,,,,,,,,,,5.00 - 7.00,,,,,,,,,2023-07-22,901 days,901,0.0,1,3,1,131,At Risk,901,12,0.0
2229,Investor 2230,Angel (individual),,,England,United Kingdom,Europe,Western Europe,Actively Seeking New Investments,26-May-23,,,,,,,,,,,,,,,,,,,,,4,,2.0,,,,1.0,3,4,,2.0,,,,1.0,3,17-May-23,3.33,Actual,,,Seed Round,Seed Round,,Venture Capital,,,17-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,50.0,Venture Capital - Early Stage,6-Feb-22,,Software,,Europe,Seed Round,,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,66 days,66,3.33,5,2,3,523,Potential Loyalists,66,4,3.33
2230,Investor 2231,Angel (individual),,,,,,,,13-Jun-23,,,,,,,,,,,,,,,,,,,,,5,,5.0,,,1.0,4.0,5,5,,5.0,,,1.0,4.0,5,30-Sep-22,2.7,Actual,,,Early Stage VC,,,Venture Capital,,,30-Sep-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"Gaming, Mobile, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,295 days,295,2.7,3,2,2,322,About to Sleep,295,5,2.7
2231,Investor 2232,Venture Capital,,1.0,District of Columbia,United States,Americas,North America,Actively Seeking New Investments,26-May-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,2.0,2.0,2.0,2,2,,2.0,,2.0,2.0,2.0,2,29-Oct-21,5.5,Actual,,,Seed Round,Seed Round,,Venture Capital,,,29-Oct-21,Completed,,2.01,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,No,2.4,2.4,2.4,,1.0,,,1.0,1.0,,,,,,"Services (Non-Financial), Software","Construction Technology, FoodTech",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,631 days,631,5.5,2,1,3,213,Hibernating,631,2,5.5
2232,Investor 2233,Angel (individual),,,England,United Kingdom,Europe,Western Europe,,7-Jun-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,,2.0,2,2,,2.0,,,,2.0,2,1-Feb-22,0.18,Actual,0.9,Actual,Seed Round,Seed Round,,Venture Capital,,,1-Feb-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Other Financial Services, Software",FinTech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,536 days,536,0.18,2,1,1,211,Hibernating,536,2,0.18
2233,Investor 2234,Corporation,,2.0,Florida,United States,Americas,North America,,10-Apr-23,Privately Held (no backing),Corporation,Financial Services,Other Financial Services,Other Financial Services,"Information Services (B2C), Other Financial Services*, Publishing",,"financial information, information services, investment information, investment news, stock market information",,,,,,,,,,,,,7,,7.0,,,1.0,6.0,7,7,,7.0,,,1.0,6.0,7,1-Oct-22,2.85,Actual,10.84,Actual,Seed Round,Seed Round,,Venture Capital,,,1-Oct-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Computer Hardware, Software",Impact Investing,Northern Europe,"Early Stage VC, Seed Round",,"Biodiversity & Ecosystems, Climate, Diversity & Inclusion","Prefers minority stake, Seeks Impact investments, Will syndicate",1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,294 days,294,2.85,3,3,2,332,Need Attention,294,7,2.85
2234,Investor 2235,Angel (individual),,,Virginia,United States,Americas,North America,,5-Jun-23,,,,,,,,,,,,,,,,,,,,,13,3.0,10.0,,,,1.0,8,13,3.0,10.0,,,,1.0,8,20-Dec-22,4.3,Actual,,,Seed Round,Seed Round,,Venture Capital,,,20-Dec-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"FinTech, HealthTech, InsurTech",Africa,"Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,214 days,214,4.3,4,3,3,433,Potential Loyalists,214,13,4.3
2235,Investor 2236,Angel (individual),,,,,,,,18-May-23,,,,,,,,,,,,,,,,,,,,,18,,18.0,,1.0,3.0,13.0,18,18,,18.0,,1.0,3.0,13.0,18,12-Jan-23,42.4,Actual,200.0,Actual,Early Stage VC,Series A,,Venture Capital,Other - $2.40M,2.4,12-Jan-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2020.0,15.0,Venture Capital - Later Stage,7-Jul-21,17-Dec-19,"Clinics/Outpatient Services, Other Healthcare Services",HealthTech,,Merger/Acquisition,,,Prefers majority stake,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,191 days,191,42.4,4,4,5,445,Loyal Investors,191,18,42.4
2236,Investor 2237,Angel (individual),,,California,United States,Americas,North America,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,7,1.0,6.0,,,,,6,7,1.0,6.0,,,,,6,19-Oct-20,169.8,Actual,2600.0,Actual,Later Stage VC,Series E,,Venture Capital,,,19-Oct-20,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Agriculture, Beverages, Business Products and Services (B2B), Financial Services, Food Products, Information Technology","AgTech, Artificial Intelligence & Machine Learning, Big Data, Cryptocurrency/Blockchain, E-Commerce, FinTech, FoodTech, Internet of Things, Mobility Tech, Robotics and Drones, TMT",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,1006 days,1006,169.8,1,3,5,135,At Risk,1006,7,169.8
2237,Investor 2238,Angel (individual),,1.0,,,,,,5-Jun-23,,,,,,,,,,,,,,,,,,,,,83,40.0,39.0,,2.0,3.0,8.0,29,83,40.0,39.0,,2.0,3.0,8.0,29,10-Mar-22,3.53,Actual,9.53,Actual,Seed Round,Seed Round,,Venture Capital,,,10-Mar-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Capital Markets/Institutions, Commercial Banks, Communications and Networking, Computer Hardware, Insurance, IT Services, Other Financial Services, Other Information Technology, Retail, Semiconductors, Software","B2B Payments, E-Commerce, FinTech, InsurTech, Mobile, Mobile Commerce, SaaS",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",0.54 - 2.15,0.54,2.15,,,,,,,,,,,,,,,,7.00 - 8.00,,,,,,,,,2023-07-22,499 days,499,3.53,2,5,3,253,Can't Lose,499,83,3.53
2238,Investor 2239,Angel (individual),,,,,,,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,4,,4.0,,,,1.0,4,4,,4.0,,,,1.0,4,13-Feb-23,1.3,Actual,,,Early Stage VC,,,Venture Capital,,,13-Feb-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Other Financial Services, Software","FinTech, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,159 days,159,1.3,4,2,2,422,Potential Loyalists,159,4,1.3
2239,Investor 2240,Venture Capital,,1.0,California,United States,Americas,North America,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,22,1.0,19.0,,1.0,3.0,17.0,22,22,1.0,19.0,,1.0,3.0,17.0,22,18-Aug-22,13.5,Actual,68.5,Actual,Early Stage VC,Series A,,Venture Capital,,,18-Aug-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, FinTech, Mobile, TMT",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,338 days,338,13.5,3,4,4,344,Loyal Investors,338,22,13.5
2240,Investor 2241,VC-Backed Company,Venture Capital,8.0,,,,,Actively Seeking New Investments,15-Jun-23,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,Financial Services,Other Financial Services,Specialized Finance,Specialized Finance*,"FinTech, TMT","business intelligence platform, equity financing, equity investment, online crowdfunding, online investment marketplace, social marketplace",,,,,,,,,,,,,85,19.0,53.0,,,1.0,16.0,47,85,19.0,53.0,,,1.0,16.0,47,2-Jun-20,,,,,Early Stage VC,,,Venture Capital,Bridge,,2-Jun-20,Completed,169.5,10.35,,,,,,,,,,,,,,,,,,,,,,,8.0,,,1.0,1.0,No,0.23,125.0,22.0,,8.0,,,1.0,1.0,,,,,,"Other Financial Services, Other Information Technology",FinTech,Americas,"Early Stage VC, Later Stage VC, Seed Round",,Financial Services,"Prefers minority stake, Seeks Impact investments, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,1145 days,1145,0.0,1,5,1,151,Can't Lose,1145,85,0.0
2241,Investor 2242,Real Estate,,,,,,,,12-Jun-23,,,,,,,,,,,,,,,,,,,,,3,,3.0,,,2.0,3.0,3,3,,3.0,,,2.0,3.0,3,24-Jan-23,,,,,Later Stage VC,,,Venture Capital,,,24-Jan-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Energy, Financial Services, Information Technology, Pharmaceuticals and Biotechnology","AgTech, Artificial Intelligence & Machine Learning, EdTech, FinTech, Life Sciences, LOHAS & Wellness, Robotics and Drones",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,179 days,179,0.0,4,2,1,421,Potential Loyalists,179,3,0.0
2242,Investor 2243,Angel (individual),,,,,,,Actively Seeking New Investments,14-Apr-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,1.0,1.0,2.0,2,2,,2.0,,1.0,1.0,2.0,2,18-Oct-22,1.7,Actual,,,Early Stage VC,,,Venture Capital,,,18-Oct-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,90.0,Venture - General,15-Aug-22,7-Mar-22,"Commercial Services, Exploration, Production and Refining, Software","Big Data, CleanTech, E-Commerce, Internet of Things, Manufacturing, SaaS, TMT",,"Angel (individual), Buyout/LBO, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round, Spin-Off",,,"Long-Term Investor, Prefers majority stake, Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,277 days,277,1.7,3,1,2,312,About to Sleep,277,2,1.7
2243,Investor 2244,Angel (individual),,,California,United States,Americas,North America,Actively Seeking New Investments,5-Jun-23,,,,,,,,,,,,,,,,,,,,,5,,5.0,,,,3.0,4,5,,5.0,,,,3.0,4,19-Oct-22,7.0,Actual,37.0,Actual,Early Stage VC,Series A,,Venture Capital,,,19-Oct-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"3D Printing, TMT",,,,,,5.00 - 50.00,5.0,50.0,,,,,,,,,,,,,,,,,,,1 (Top Quartile),5.0,5.0,,,,2023-07-22,276 days,276,7.0,3,2,3,323,About to Sleep,276,5,7.0
2244,Investor 2245,Angel (individual),,,California,United States,Americas,North America,Actively Seeking New Investments,24-May-23,,,,,,,,,,,,,,,,,,,,,20,2.0,18.0,,,4.0,10.0,18,20,2.0,18.0,,,4.0,10.0,18,2-Aug-21,13.5,Actual,,,Later Stage VC,Series A,,Venture Capital,,,2-Aug-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,,,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,719 days,719,13.5,1,4,4,144,At Risk,719,20,13.5
2245,Investor 2246,Family Office,,,Texas,United States,Americas,North America,,15-Jun-23,Privately Held (no backing),Corporation,Financial Services,Capital Markets/Institutions,Asset Management,Asset Management*,,"impact investment services, investment analysis, investment business, investment risk, investment service",,,,,,,,,,,,,9,1.0,6.0,,,1.0,5.0,9,9,1.0,6.0,,,1.0,5.0,9,1-Jun-23,,,,,Early Stage VC,,,Venture Capital,,,1-Jun-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Merger/Acquisition,,,Prefers majority stake,,,,,,,,,,,,,,,,,,,,,,4 (Bottom Quartile),1.0,,,,1.0,2023-07-22,51 days,51,0.0,5,3,1,531,Potential Loyalists,51,9,0.0
2246,Investor 2247,Angel (individual),,,,,,,,9-Jun-23,,,,,,,,,,,,,,,,,,,,,6,2.0,5.0,,,,1.0,2,6,2.0,5.0,,,,1.0,2,19-Jul-21,2.0,Actual,8.0,Actual,Seed Round,Seed Round,,Venture Capital,,,19-Jul-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,733 days,733,2.0,1,2,2,122,Hibernating,733,6,2.0
2247,Investor 2248,Angel (individual),,,,,,,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,1.0,1,1,,1.0,,,,1.0,1,21-Mar-23,116.0,Actual,250.0,Actual,Early Stage VC,Series A,,Venture Capital,Bridge - $50.00M (Convertible),,21-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Business Products and Services (B2B), Consumer Products and Services (B2C), Financial Services, Healthcare, Software","3D Printing, AdTech, Advanced Manufacturing, Artificial Intelligence & Machine Learning, Autonomous cars, B2B Payments, Beauty, Big Data, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, HealthTech, Internet of Things, Life Sciences, Marketing Tech, Micro-Mobility, Mobile, Mobile Commerce, Mobility Tech, Oncology, SaaS, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self","Bay Area, China","Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,123 days,123,116.0,4,1,5,415,Promising,123,1,116.0
2248,Investor 2249,Angel (individual),,,New York,United States,Americas,North America,Actively Seeking New Investments,15-Jun-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,,,2,2,,2.0,,,,,2,1-Dec-21,1.35,Actual,5.37,Actual,Early Stage VC,,,Venture Capital,,,1-Dec-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Information Technology,TMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,598 days,598,1.35,2,1,2,212,Hibernating,598,2,1.35
